Epoch,Training Loss,Training Accuracy,Test Loss,Test Accuracy
0,2.8216161901935783,21.649577100909465,1.735922200662193,39.104800128438136
1,1.6299331152515786,39.582034894228485,1.4190430808362016,49.3253759935712
2,1.4647947661236533,46.544666488718136,1.3705800058330166,50.96936325355757
3,1.3515993100200872,51.38458346687236,1.4166364028667673,49.99555957868403
4,1.2581774329966204,54.65285960440009,1.1524028362784862,58.34418149220185
5,1.1875146293610996,57.491317620896446,1.126123791775319,60.671468079065995
6,1.1215211190363872,60.283521168300275,1.0841705117009846,63.756621896954655
7,1.080184697725628,61.60671061298877,1.0597646798393825,62.920062423412126
8,1.0154697631868477,64.06008218215223,0.9726267476451141,65.48595706587952
9,0.9898321723846675,65.09428086475482,0.9577823085998893,66.61214769317081
10,0.9560787955094187,66.3126347368342,1.1050527817512816,65.1544507933257
11,0.9267962588272877,67.36335572096591,1.0892709612529474,65.5466658250544
12,0.9269047165142641,67.59766230456695,0.9143845301686676,69.18729849192016
13,0.8963830237542408,68.64224145527527,0.9424080684065399,68.25141506367356
14,0.8853413087175902,68.73872289750484,0.8732036647807501,70.13849491613105
15,0.8685691981565026,69.34252854845269,0.8776277442123218,70.01753729157832
16,0.8514987714633442,70.08844276567702,0.8860796696631512,69.74445467571904
17,0.8442896961517636,70.50742781639812,0.8693598394204323,69.99786516483205
18,0.8385288937688029,70.94399785110508,0.8599211620981946,70.90697944798258
19,0.8286651047067993,71.07034068846998,1.0269779397599423,66.66702615890895
20,0.8195445676592799,71.31142520408635,0.8724016347337088,71.165619115229
21,0.8263883253776779,71.1604502165723,0.9726861452613684,68.47251862629062
22,0.8165765631435801,71.34573460620541,0.9615408194623969,68.3334379331414
23,0.7937093701273992,72.51625872177574,0.8900830844713752,69.40010096442735
24,0.7945218609120017,72.0932300802289,0.838560106726813,72.19910593573255
25,0.789718020021133,72.28517220632608,0.877505051457751,70.37544559547452
26,0.793134714203377,72.10455684043151,0.803937274832146,72.44360284483692
27,0.772430454771433,73.27624567690006,0.935676386151699,69.77630511637939
28,0.7893964005871924,72.55534983049313,0.8684622060862155,71.11117673056827
29,0.77407081476542,73.29264011809231,0.900248724826371,69.98803364555334
30,0.7946757980707463,72.34599064816939,0.860338489937381,71.22810021463106
31,0.7687775864924394,73.33132407642879,0.895468805493467,69.58113584327168
32,0.7618717416925403,73.5813457744476,0.9263444160201579,70.22723528061361
33,0.7644953035525223,73.26894729462752,0.8012067955773686,72.56158216716562
34,0.7587645427837438,73.4580272006802,0.8790345217158186,71.04806791021518
35,0.7591945677377545,73.58396253367681,0.7584622025709783,74.25140081403461
36,0.760675817839383,73.31050270795595,0.8688688930665126,71.40603261427081
37,0.7511312086829594,74.1849533340566,0.8453489989067694,72.19788025918338
38,0.7462668881236203,73.74571852337355,1.20178228335846,62.23483737003909
39,0.7583608868328973,73.90671313687128,0.8009288772765693,73.82201895871566
40,0.7463107148740399,74.1539164232611,0.7933963650200484,73.84997859451363
41,0.7426988458191668,73.96005004708863,0.8714538029008914,71.29834304449076
42,0.7455421675962712,74.14760931766887,0.8610192925829291,70.7464873339448
43,0.7386536808649943,74.10677503834769,0.8124655999361855,73.28213942014123
44,0.7365439783442735,74.43637923696981,0.7833539813869801,74.5311445213581
45,0.7349105677330192,74.49468398247578,0.892286823052118,70.78943685558902
46,0.7343856723636958,74.50313460885141,0.8096031047377527,72.782729899953
47,0.7345768945413198,74.50409630281759,1.0570992034472007,66.74261546483362
48,0.7303425235523786,74.27322610767388,0.811201999315055,73.17570503746062
49,0.7332622858730703,74.56615765772166,0.8810871101248638,71.37906245385423
50,0.7274209188160466,74.91104096439248,0.8335388675482388,72.96598541774371
51,0.7233752614940135,74.669773784557,0.7406093113739776,74.7146829829954
52,0.7332904063985018,74.59125398477615,0.7934043989577385,73.3204983946626
53,0.745553113419896,74.36247053781997,0.8183117823412411,72.05291187108499
54,0.7386089635714731,74.44732126843545,0.8692333952514811,71.84612418369
55,0.721348283347797,74.8713068647138,0.8664477845195083,71.16776136185722
56,0.7248494704229366,74.75971064479293,0.8523186433442536,70.875635422111
57,0.7350784491275888,74.66824591218395,0.7178816652836619,74.86526243801936
58,0.7228479853764883,74.88414728775416,0.76431248390658,73.90394815016542
59,0.724604333427017,74.87176197944272,0.7667184358247457,73.99681053008017
60,0.7237110323363805,74.87324907338298,0.821500093482296,72.94401253131261
61,0.7312411974128835,74.88864494473687,0.915301674959844,69.90846365971777
62,0.72316727311945,74.86611755178961,0.8992332833737718,70.43723206330411
63,0.7189501159360723,75.09344931365062,0.7992302153135283,72.79817875884515
64,0.7314273023158291,74.74890222143867,0.8383934828840753,72.71369978248154
65,0.724567694252368,74.89247371749774,0.7121482931402716,75.59456779908315
66,0.726137527758915,74.98851886184227,0.926453032503359,69.30527510117318
67,0.7241752156732354,74.78791078519897,0.7359070780321895,74.73356789624565
68,0.701645482683376,75.57206243150956,0.8725563776311941,71.02368966424712
69,0.7190654586031461,75.16226987868166,0.9525539287775827,70.48521765758525
70,0.7268341570619665,74.54309436255475,0.8431460660855327,72.52434605393111
71,0.7111645741092009,75.29062064601068,0.776579747487131,74.40622260372594
72,0.7176468065262738,74.97479797632568,0.7380062801246963,75.3621477518328
73,0.7067284712091483,75.34122502888034,0.7184563623429622,75.59365414662857
74,0.7065300998910473,75.50203025178763,0.8163033444412043,74.72355891280006
75,0.7060367113605752,75.54142925039206,0.7784105333562401,74.54789505861297
76,0.731881685612684,74.7443557144927,0.9186896576325531,69.75476982188955
77,0.7221769889349319,75.1103683010536,0.7335134759561625,74.61647780596805
78,0.7127802502718883,75.35033243689234,0.8388054666251523,70.95199437650622
79,0.7194489631597798,74.99623038387382,0.8085807964722628,73.61305670075859
80,0.7133086343358507,75.33582631074036,0.7934214119595161,74.15733417867602
81,0.7104345379033298,75.38039812154744,0.8690950139781338,71.20611165419163
82,0.7076445563793682,75.59108368326223,0.7290608147136737,74.96061248352288
83,0.7045318329834264,75.54508188272749,1.0971477312988172,64.48942980126301
84,0.7221140227759186,74.81698896101653,0.9168689771263514,71.09445405842425
85,0.7169780663110349,75.25737567985803,0.8285918013911039,72.7096320804481
86,0.7056947130563574,75.32221771349404,0.9768011598943326,68.18309236999994
87,0.7143291377332954,75.22496309786492,0.7994837890680024,73.93395770494709
88,0.7084080421534494,75.3573652573071,0.7477091478107302,74.61912558865411
89,0.7179400350376,75.17590469696535,0.7681181122329249,74.47097856676311
90,0.7031418328132153,75.7182916485333,0.9220304083422906,70.23701221500282
91,0.7048939614079138,75.33174947667855,0.7402206916977978,75.2772289062275
92,0.7132174052140677,75.20007773418646,0.8302612304965892,72.89073828488243
93,0.7160859091827824,75.13321282795057,0.7598903638851138,75.05684121442818
94,0.7006479683057625,75.5124561694309,0.7802181931767374,74.64498003289033
95,0.70769299705948,75.82795859563505,0.7906663198492322,73.87386810884499
96,0.7229129043736762,75.05223141244974,0.7928082779432474,73.82606694707107
97,0.700802171023739,75.60688416060644,0.8845348583805703,71.26812862359945
98,0.7095008999658362,75.37318941343273,0.9265330266399759,69.74820047417197
99,0.7131130734100131,75.05221246333993,0.9234225038411984,70.59348554518711
